,Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
9714,9715,986119,986119,10000,2025-10-21,1
9715,9716,566990,566990,10000,2025-11-07,1
9716,9717,492050,492050,10000,2025-12-28,1
9717,9718,252558,252558,10000,2025-11-21,1
9718,9719,662085,662085,10000,2025-10-28,1
9719,9720,31375,31375,10000,2025-12-21,1
9720,9721,436341,436341,10000,2025-04-28,1
9721,9722,858122,858122,10000,2025-10-21,1
9722,9723,12261,12261,10000,2025-12-21,1
9723,9724,12353,12353,10000,2025-09-28,1
9724,9725,301867,301867,10000,2025-08-28,1
9725,9726,647671,647671,10000,2025-12-28,1
9726,9727,956590,956590,10000,2025-09-07,1
9727,9728,965235,965235,10000,2025-10-28,1
9728,9729,82520,82520,10000,2025-09-28,1
9729,9730,351676,351676,10000,2025-10-14,1
9730,9731,272876,272876,10000,2025-07-28,1
9731,9732,310222,310222,10000,2025-04-28,1
9732,9733,190381,190381,10000,2025-04-28,1
9733,9734,741678,741678,10000,2025-04-21,1
9734,9735,387482,387482,10000,2025-02-13,1
9735,9736,95585,95585,10000,2025-09-21,1
9736,9737,827019,827019,10000,2025-09-14,1
9737,9738,16448,16448,10000,2025-06-14,1
9738,9739,721025,721025,10000,2025-10-07,1
9739,9740,805961,805961,10000,2025-03-28,1
9740,9741,126231,126231,10000,2025-06-21,1
9741,9742,15869,15869,10000,2025-04-14,1
9742,9743,663340,663340,10000,2025-01-27,1
9743,9744,153875,153875,10000,2025-08-07,1
9744,9745,544829,544829,10000,2025-06-21,1
9745,9746,536190,536190,10000,2025-12-07,1
9746,9747,685288,685288,10000,2025-09-28,1
9747,9748,315797,315797,10000,2025-07-07,1
9748,9749,245773,245773,10000,2025-02-20,1
9749,9750,387974,387974,10000,2025-01-20,1
9750,9751,7301,7301,10000,2025-05-28,1
9751,9752,158399,158399,10000,2025-08-07,1
9752,9753,342773,342773,10000,2025-05-28,1
9753,9754,487595,487595,10000,2025-12-14,1
9754,9755,894709,894709,10000,2025-10-28,1
9755,9756,366947,366947,10000,2025-08-14,1
9756,9757,453847,453847,10000,2025-04-28,1
9757,9758,455302,455302,10000,2025-07-21,1
9758,9759,703542,703542,10000,2025-06-28,1
9759,9760,403207,403207,10000,2025-11-21,1
9760,9761,578581,578581,10000,2025-09-28,1
9761,9762,948901,948901,10000,2025-06-07,1
9762,9763,303455,303455,10000,2025-12-14,1
9763,9764,847952,847952,10000,2025-06-14,1
9764,9765,425226,425226,10000,2025-05-28,1
9765,9766,897733,897733,10000,2025-08-28,1
9766,9767,758203,758203,10000,2025-04-21,1
9767,9768,424727,424727,10000,2025-02-06,1
9768,9769,21349,21349,10000,2025-02-20,1
9769,9770,128040,128040,10000,2025-07-28,1
9770,9771,766517,766517,10000,2025-03-07,1
9771,9772,914487,914487,10000,2025-05-14,1
9772,9773,645847,645847,10000,2025-02-06,1
9773,9774,440920,440920,10000,2025-01-27,1
9774,9775,635791,635791,10000,2025-11-21,1
9775,9776,109490,109490,10000,2025-01-20,1
9776,9777,530655,530655,10000,2025-07-14,1
9777,9778,296278,296278,10000,2025-10-07,1
9778,9779,543996,543996,10000,2025-01-20,1
9779,9780,950902,950902,10000,2025-08-21,1
9780,9781,683829,683829,10000,2025-11-07,1
9781,9782,857632,857632,10000,2025-12-21,1
9782,9783,499513,499513,10000,2025-12-21,1
9783,9784,17345,17345,10000,2025-03-07,1
9784,9785,19024,19024,10000,2025-12-28,1
9785,9786,432130,432130,10000,2025-04-14,1
9786,9787,553034,553034,10000,2025-10-28,1
9787,9788,154304,154304,10000,2025-12-07,1
9788,9789,30208,30208,10000,2025-03-28,1
9789,9790,342648,342648,10000,2025-01-13,1
9790,9791,117838,117838,10000,2025-10-07,1
9791,9792,375455,375455,10000,2025-10-21,1
9792,9793,400488,400488,10000,2025-12-28,1
9793,9794,121754,121754,10000,2025-12-21,1
9794,9795,47946,47946,10000,2025-09-21,1
9795,9796,326031,326031,10000,2025-11-07,1
9796,9797,95957,95957,10000,2025-09-14,1
9797,9798,264293,264293,10000,2025-04-21,1
9798,9799,493112,493112,10000,2025-11-21,1
9799,9800,285943,285943,10000,2025-12-28,1
9800,9801,700535,700535,10000,2025-10-14,1
9801,9802,465341,465341,10000,2025-05-21,1
9802,9803,578126,578126,10000,2025-12-14,1
9803,9804,5050,5050,10000,2025-05-14,1
9804,9805,417321,417321,10000,2025-05-07,1
9805,9806,909942,909942,10000,2025-05-14,1
9806,9807,948586,948586,10000,2025-05-07,1
9807,9808,335198,335198,10000,2025-08-07,1
9808,9809,564937,564937,10000,2025-08-07,1
9809,9810,985309,985309,10000,2025-09-14,1
9810,9811,704241,704241,10000,2025-05-07,1
9811,9812,352699,352699,10000,2025-10-14,1
9812,9813,128710,128710,10000,2025-08-07,1
9813,9814,636259,636259,10000,2025-04-21,1
9814,9815,546097,546097,10000,2025-02-20,1
9815,9816,67655,67655,10000,2025-04-14,1
9816,9817,694654,694654,10000,2025-02-06,1
9817,9818,880155,880155,10000,2025-05-28,1
9818,9819,593140,593140,10000,2025-12-21,1
9819,9820,763733,763733,10000,2025-08-14,1
9820,9821,120659,120659,10000,2025-11-07,1
9821,9822,711029,711029,10000,2025-11-07,1
9822,9823,428403,428403,10000,2025-09-21,1
9823,9824,666469,666469,10000,2025-07-07,1
9824,9825,78322,78322,10000,2025-06-07,1
9825,9826,962076,962076,10000,2025-07-28,1
9826,9827,790326,790326,10000,2025-06-14,1
9827,9828,883779,883779,10000,2025-05-21,1
9828,9829,23898,23898,10000,2025-11-07,1
9829,9830,362683,362683,10000,2025-08-21,1
9830,9831,537592,537592,10000,2025-08-21,1
9831,9832,848215,848215,10000,2025-12-28,1
9832,9833,800611,800611,10000,2025-05-07,1
9833,9834,136414,136414,10000,2025-03-07,1
9834,9835,433329,433329,10000,2025-04-21,1
9835,9836,55583,55583,10000,2025-01-13,1
9836,9837,321672,321672,10000,2025-06-14,1
9837,9838,215947,215947,10000,2025-12-14,1
9838,9839,242646,242646,10000,2025-05-14,1
9839,9840,761118,761118,10000,2025-08-07,1
9840,9841,22357,22357,10000,2025-08-21,1
9841,9842,399669,399669,10000,2025-04-07,1
9842,9843,747732,747732,10000,2025-02-06,1
9843,9844,127957,127957,10000,2025-07-28,1
9844,9845,901557,901557,10000,2025-07-14,1
9845,9846,508679,508679,10000,2025-11-28,1
9846,9847,363081,363081,10000,2025-04-28,1
9847,9848,33892,33892,10000,2025-02-27,1
9848,9849,59152,59152,10000,2025-02-13,1
9849,9850,463459,463459,10000,2025-02-27,1
9850,9851,426563,426563,10000,2025-07-28,1
9851,9852,677031,677031,10000,2025-05-28,1
9852,9853,942191,942191,10000,2025-10-21,1
9853,9854,47149,47149,10000,2025-11-21,1
9854,9855,734946,734946,10000,2025-03-28,1
9855,9856,870098,870098,10000,2025-09-07,1
9856,9857,967032,967032,10000,2025-12-07,1
9857,9858,478627,478627,10000,2025-06-14,1
9858,9859,330297,330297,10000,2025-11-28,1
9859,9860,393065,393065,10000,2025-04-07,1
9860,9861,297530,297530,10000,2025-12-21,1
9861,9862,651485,651485,10000,2025-06-28,1
9862,9863,96002,96002,10000,2025-08-07,1
9863,9864,319555,319555,10000,2025-11-28,1
9864,9865,884992,884992,10000,2025-03-14,1
9865,9866,695874,695874,10000,2025-12-07,1
9866,9867,109267,109267,10000,2025-01-27,1
9867,9868,126000,126000,10000,2025-09-07,1
9868,9869,953005,953005,10000,2025-09-07,1
9869,9870,71328,71328,10000,2025-09-21,1
9870,9871,318272,318272,10000,2025-11-28,1
9871,9872,830131,830131,10000,2025-10-07,1
9872,9873,640634,640634,10000,2025-10-14,1
9873,9874,291703,291703,10000,2025-12-14,1
9874,9875,610619,610619,10000,2025-06-28,1
9875,9876,914490,914490,10000,2025-01-20,1
9876,9877,109622,109622,10000,2025-12-28,1
9877,9878,671956,671956,10000,2025-05-28,1
9878,9879,569118,569118,10000,2025-01-06,1
9879,9880,251963,251963,10000,2025-10-28,1
9880,9881,908866,908866,10000,2025-08-21,1
9881,9882,443237,443237,10000,2025-11-21,1
9882,9883,386260,386260,10000,2025-01-13,1
9883,9884,586283,586283,10000,2025-12-21,1
9884,9885,949424,949424,10000,2025-03-21,1
9885,9886,216470,216470,10000,2025-01-27,1
9886,9887,729382,729382,10000,2025-03-28,1
9887,9888,37505,37505,10000,2025-11-07,1
9888,9889,270695,270695,10000,2025-05-21,1
9889,9890,941974,941974,10000,2025-03-21,1
9890,9891,64477,64477,10000,2025-10-07,1
9891,9892,65844,65844,10000,2025-06-21,1
9892,9893,743637,743637,10000,2025-04-14,1
9893,9894,915647,915647,10000,2025-07-21,1
9894,9895,220536,220536,10000,2025-09-21,1
9895,9896,319722,319722,10000,2025-10-14,1
9896,9897,197158,197158,10000,2025-03-07,1
9897,9898,340617,340617,10000,2025-02-06,1
9898,9899,246412,246412,10000,2025-05-07,1
9899,9900,737524,737524,10000,2025-06-21,1
9900,9901,946196,946196,10000,2025-11-21,1
9901,9902,543260,543260,10000,2025-12-07,1
9902,9903,369589,369589,10000,2025-05-14,1
9903,9904,144787,144787,10000,2025-02-06,1
9904,9905,724933,724933,10000,2025-01-13,1
9905,9906,546562,546562,10000,2025-05-14,1
9906,9907,863801,863801,10000,2025-05-21,1
9907,9908,638503,638503,10000,2025-04-14,1
9908,9909,945527,945527,10000,2025-05-28,1
9909,9910,754423,754423,10000,2025-01-06,1
9910,9911,705601,705601,10000,2025-12-07,1
9911,9912,687243,687243,10000,2025-10-21,1
9912,9913,799228,799228,10000,2025-02-06,1
9913,9914,376977,376977,10000,2025-09-21,1
9914,9915,422877,422877,10000,2025-09-21,1
9915,9916,339053,339053,10000,2025-11-14,1
9916,9917,139852,139852,10000,2025-08-07,1
9917,9918,260041,260041,10000,2025-11-07,1
9918,9919,486110,486110,10000,2025-07-28,1
9919,9920,74345,74345,10000,2025-01-13,1
9920,9921,791930,791930,10000,2025-04-14,1
9921,9922,620929,620929,10000,2025-06-28,1
9922,9923,669914,669914,10000,2025-05-28,1
9923,9924,337660,337660,10000,2025-11-28,1
9924,9925,171588,171588,10000,2025-10-14,1
9925,9926,996941,996941,10000,2025-03-21,1
9926,9927,95967,95967,10000,2025-12-21,1
9927,9928,665828,665828,10000,2025-09-28,1
9928,9929,490063,490063,10000,2025-06-21,1
9929,9930,774039,774039,10000,2025-02-20,1
9930,9931,264063,264063,10000,2025-08-14,1
9931,9932,903053,903053,10000,2025-04-28,1
9932,9933,312712,312712,10000,2025-11-28,1
9933,9934,79300,79300,10000,2025-11-07,1
9934,9935,596791,596791,10000,2025-05-28,1
9935,9936,859160,859160,10000,2025-02-20,1
9936,9937,331074,331074,10000,2025-02-13,1
9937,9938,440705,440705,10000,2025-03-28,1
9938,9939,673357,673357,10000,2025-09-07,1
9939,9940,414056,414056,10000,2025-02-13,1
9940,9941,166032,166032,10000,2025-02-13,1
9941,9942,498802,498802,10000,2025-10-07,1
9942,9943,143608,143608,10000,2025-07-28,1
9943,9944,233389,233389,10000,2025-09-07,1
9944,9945,415890,415890,10000,2025-08-21,1
9945,9946,824420,824420,10000,2025-02-13,1
9946,9947,497184,497184,10000,2025-10-28,1
9947,9948,798961,798961,10000,2025-12-14,1
9948,9949,442550,442550,10000,2025-11-14,1
9949,9950,219012,219012,10000,2025-06-14,1
9950,9951,909863,909863,10000,2025-12-07,1
9951,9952,895769,895769,10000,2025-08-21,1
9952,9953,918443,918443,10000,2025-06-07,1
9953,9954,225769,225769,10000,2025-06-07,1
9954,9955,880685,880685,10000,2025-12-28,1
9955,9956,759651,759651,10000,2025-05-14,1
9956,9957,613438,613438,10000,2025-01-20,1
9957,9958,572894,572894,10000,2025-06-14,1
9958,9959,990962,990962,10000,2025-01-06,1
9959,9960,682953,682953,10000,2025-04-14,1
9960,9961,452943,452943,10000,2025-07-14,1
9961,9962,106966,106966,10000,2025-01-13,1
9962,9963,542257,542257,10000,2025-02-27,1
9963,9964,155179,155179,10000,2025-07-07,1
9964,9965,641526,641526,10000,2025-05-14,1
9965,9966,491496,491496,10000,2025-12-28,1
9966,9967,665357,665357,10000,2025-01-27,1
9967,9968,942569,942569,10000,2025-01-13,1
9968,9969,698202,698202,10000,2025-12-07,1
9969,9970,396969,396969,10000,2025-02-20,1
9970,9971,622483,622483,10000,2025-11-14,1
9971,9972,346191,346191,10000,2025-04-21,1
9972,9973,312690,312690,10000,2025-07-28,1
9973,9974,365146,365146,10000,2025-06-21,1
9974,9975,778961,778961,10000,2025-01-06,1
9975,9976,49483,49483,10000,2025-04-28,1
9976,9977,916882,916882,10000,2025-12-07,1
9977,9978,603959,603959,10000,2025-05-14,1
9978,9979,425136,425136,10000,2025-10-07,1
9979,9980,358874,358874,10000,2025-03-07,1
9980,9981,96461,96461,10000,2025-04-21,1
9981,9982,573792,573792,10000,2025-11-28,1
9982,9983,430156,430156,10000,2025-01-06,1
9983,9984,596606,596606,10000,2025-03-14,1
9984,9985,546030,546030,10000,2025-12-14,1
9985,9986,174007,174007,10000,2025-05-14,1
9986,9987,332138,332138,10000,2025-07-28,1
9987,9988,452036,452036,10000,2025-12-14,1
9988,9989,3872,3872,10000,2025-02-13,1
9989,9990,31085,31085,10000,2025-11-14,1
9990,9991,275885,275885,10000,2025-10-14,1
9991,9992,732255,732255,10000,2025-02-06,1
9992,9993,516404,516404,10000,2025-10-21,1
9993,9994,920679,920679,10000,2025-04-07,1
9994,9995,256787,256787,10000,2025-05-21,1
9995,9996,579940,579940,10000,2025-07-28,1
9996,9997,345198,345198,10000,2025-02-27,1
9997,9998,991500,991500,10000,2025-09-14,1
9998,9999,33836,33836,10000,2025-02-06,1
9999,10000,28528,28528,10000,2025-04-28,1
10000,10001,533268,533268,10000,2025-02-13,1
10001,10002,610182,610182,10000,2025-05-14,1
10002,10003,504232,504232,10000,2025-11-28,1
10003,10004,69851,69851,10000,2025-12-07,1
10004,10005,763540,763540,10000,2025-09-21,1
10005,10006,867445,867445,10000,2025-04-14,1
10006,10007,437778,437778,10000,2025-09-28,1
10007,10008,321996,321996,10000,2025-04-07,1
10008,10009,221529,221529,10000,2025-04-07,1
10009,10010,6809,6809,10000,2025-08-14,1
10010,10011,115588,115588,10000,2025-10-14,1
10011,10012,70448,70448,10000,2025-12-07,1
10012,10013,224779,224779,10000,2025-05-14,1
10013,10014,936071,936071,10000,2025-08-14,1
10014,10015,954240,954240,10000,2025-02-06,1
10015,10016,429310,429310,10000,2025-10-21,1
10016,10017,94267,94267,10000,2025-12-14,1
10017,10018,664385,664385,10000,2025-05-28,1
10018,10019,669930,669930,10000,2025-01-06,1
10019,10020,192688,192688,10000,2025-08-07,1
10020,10021,476742,476742,10000,2025-09-07,1
10021,10022,430555,430555,10000,2025-03-07,1
10022,10023,120252,120252,10000,2025-11-28,1
10023,10024,298945,298945,10000,2025-08-07,1
10024,10025,278347,278347,10000,2025-10-28,1
10025,10026,604984,604984,10000,2025-09-28,1
10026,10027,143322,143322,10000,2025-10-07,1
10027,10028,855451,855451,10000,2025-02-06,1
10028,10029,724156,724156,10000,2025-10-28,1
10029,10030,218630,218630,10000,2025-01-13,1
10030,10031,30345,30345,10000,2025-05-07,1
10031,10032,729627,729627,10000,2025-12-28,1
10032,10033,46058,46058,10000,2025-11-07,1
10033,10034,385209,385209,10000,2025-10-14,1
10034,10035,23263,23263,10000,2025-06-28,1
10035,10036,871571,871571,10000,2025-07-28,1
10036,10037,667291,667291,10000,2025-12-07,1
10037,10038,562285,562285,10000,2025-06-28,1
10038,10039,502342,502342,10000,2025-04-07,1
10039,10040,625210,625210,10000,2025-03-14,1
10040,10041,589290,589290,10000,2025-07-07,1
10041,10042,922559,922559,10000,2025-10-21,1
10042,10043,996171,996171,10000,2025-06-07,1
10043,10044,367083,367083,10000,2025-10-14,1
10044,10045,776088,776088,10000,2025-11-21,1
10045,10046,867203,867203,10000,2025-07-07,1
10046,10047,314342,314342,10000,2025-05-21,1
10047,10048,143607,143607,10000,2025-06-21,1
10048,10049,242274,242274,10000,2025-10-21,1
10049,10050,10899,10899,10000,2025-09-28,1
10050,10051,14990,14990,10000,2025-03-14,1
10051,10052,498307,498307,10000,2025-07-21,1
10052,10053,747313,747313,10000,2025-01-06,1
10053,10054,646377,646377,10000,2025-09-14,1
10054,10055,428159,428159,10000,2025-09-21,1
10055,10056,327379,327379,10000,2025-04-28,1
10056,10057,206270,206270,10000,2025-03-28,1
10057,10058,712502,712502,10000,2025-03-07,1
10058,10059,653161,653161,10000,2025-02-20,1
10059,10060,328388,328388,10000,2025-02-13,1
10060,10061,358921,358921,10000,2025-05-21,1
10061,10062,959249,959249,10000,2025-07-07,1
10062,10063,418363,418363,10000,2025-09-21,1
10063,10064,517887,517887,10000,2025-07-28,1
10064,10065,379574,379574,10000,2025-06-14,1
10065,10066,887954,887954,10000,2025-12-07,1
10066,10067,625692,625692,10000,2025-12-28,1
10067,10068,16405,16405,10000,2025-09-07,1
10068,10069,10269,10269,10000,2025-02-06,1
10069,10070,441391,441391,10000,2025-11-28,1
10070,10071,913469,913469,10000,2025-09-28,1
10071,10072,366441,366441,10000,2025-11-21,1
10072,10073,916519,916519,10000,2025-08-28,1
10073,10074,82076,82076,10000,2025-08-28,1
10074,10075,214865,214865,10000,2025-09-21,1
10075,10076,560099,560099,10000,2025-11-14,1
10076,10077,294725,294725,10000,2025-03-21,1
10077,10078,275513,275513,10000,2025-06-21,1
10078,10079,335455,335455,10000,2025-12-07,1
10079,10080,488277,488277,10000,2025-11-21,1
10080,10081,913257,913257,10000,2025-03-28,1
10081,10082,716975,716975,10000,2025-07-07,1
10082,10083,992419,992419,10000,2025-04-07,1
10083,10084,299742,299742,10000,2025-09-28,1
10084,10085,538251,538251,10000,2025-08-28,1
10085,10086,132401,132401,10000,2025-12-14,1
10086,10087,852581,852581,10000,2025-06-14,1
10087,10088,208030,208030,10000,2025-04-07,1
10088,10089,469568,469568,10000,2025-09-14,1
10089,10090,895265,895265,10000,2025-11-28,1
10090,10091,554229,554229,10000,2025-04-07,1
10091,10092,527737,527737,10000,2025-08-28,1
10092,10093,745619,745619,10000,2025-06-28,1
10093,10094,8161,8161,10000,2025-11-14,1
10094,10095,134305,134305,10000,2025-09-21,1
10095,10096,891268,891268,10000,2025-10-21,1
10096,10097,836735,836735,10000,2025-04-14,1
10097,10098,75522,75522,10000,2025-04-14,1
10098,10099,88074,88074,10000,2025-02-13,1
10099,10100,460070,460070,10000,2025-12-28,1
10100,10101,833285,833285,10000,2025-07-28,1
10101,10102,646476,646476,10000,2025-06-21,1
10102,10103,60625,60625,10000,2025-11-21,1
10103,10104,715364,715364,10000,2025-03-28,1
10104,10105,534220,534220,10000,2025-06-14,1
10105,10106,117636,117636,10000,2025-07-14,1
10106,10107,225559,225559,10000,2025-09-28,1
10107,10108,576212,576212,10000,2025-01-06,1
10108,10109,262141,262141,10000,2025-02-06,1
10109,10110,434811,434811,10000,2025-06-07,1
10110,10111,844919,844919,10000,2025-08-07,1
10111,10112,439274,439274,10000,2025-06-07,1
10112,10113,955795,955795,10000,2025-09-21,1
10113,10114,690537,690537,10000,2025-07-28,1
10114,10115,289359,289359,10000,2025-02-27,1
10115,10116,501174,501174,10000,2025-06-07,1
10116,10117,258032,258032,10000,2025-04-21,1
10117,10118,336264,336264,10000,2025-07-28,1
10118,10119,995493,995493,10000,2025-07-07,1
10119,10120,242995,242995,10000,2025-10-07,1
10120,10121,623635,623635,10000,2025-12-21,1
10121,10122,705889,705889,10000,2025-08-07,1
10122,10123,572237,572237,10000,2025-09-07,1
10123,10124,655973,655973,10000,2025-04-14,1
10124,10125,596083,596083,10000,2025-04-07,1
10125,10126,768982,768982,10000,2025-01-13,1
10126,10127,651718,651718,10000,2025-11-14,1
10127,10128,140580,140580,10000,2025-06-07,1
10128,10129,549116,549116,10000,2025-04-14,1
10129,10130,522647,522647,10000,2025-04-14,1
10130,10131,461210,461210,10000,2025-04-07,1
10131,10132,773308,773308,10000,2025-06-28,1
10132,10133,681782,681782,10000,2025-11-28,1
10133,10134,926567,926567,10000,2025-07-21,1
10134,10135,166099,166099,10000,2025-03-21,1
10135,10136,215011,215011,10000,2025-04-07,1
10136,10137,816211,816211,10000,2025-07-28,1
10137,10138,658677,658677,10000,2025-02-27,1
10138,10139,211438,211438,10000,2025-05-14,1
10139,10140,103541,103541,10000,2025-12-21,1
10140,10141,637844,637844,10000,2025-09-14,1
10141,10142,845856,845856,10000,2025-12-14,1
10142,10143,573744,573744,10000,2025-06-21,1
10143,10144,326602,326602,10000,2025-01-13,1
10144,10145,278292,278292,10000,2025-07-14,1
10145,10146,924820,924820,10000,2025-12-07,1
10146,10147,439293,439293,10000,2025-10-21,1
10147,10148,288203,288203,10000,2025-04-28,1
10148,10149,510132,510132,10000,2025-11-21,1
10149,10150,304187,304187,10000,2025-03-14,1
10150,10151,410854,410854,10000,2025-11-07,1
10151,10152,131374,131374,10000,2025-04-14,1
10152,10153,519690,519690,10000,2025-03-21,1
10153,10154,692321,692321,10000,2025-04-21,1
10154,10155,867127,867127,10000,2025-07-14,1
10155,10156,457561,457561,10000,2025-08-21,1
10156,10157,924422,924422,10000,2025-09-21,1
10157,10158,81699,81699,10000,2025-08-07,1
10158,10159,616930,616930,10000,2025-05-07,1
10159,10160,455432,455432,10000,2025-08-14,1
10160,10161,627606,627606,10000,2025-06-14,1
10161,10162,428456,428456,10000,2025-03-28,1
10162,10163,802385,802385,10000,2025-07-14,1
10163,10164,364971,364971,10000,2025-11-28,1
10164,10165,649440,649440,10000,2025-03-28,1
10165,10166,291035,291035,10000,2025-05-14,1
10166,10167,893705,893705,10000,2025-04-28,1
10167,10168,797306,797306,10000,2025-10-21,1
10168,10169,326556,326556,10000,2025-03-21,1
10169,10170,886868,886868,10000,2025-12-21,1
10170,10171,325213,325213,10000,2025-07-28,1
10171,10172,573336,573336,10000,2025-12-14,1
10172,10173,384785,384785,10000,2025-11-07,1
10173,10174,800330,800330,10000,2025-06-14,1
10174,10175,80967,80967,10000,2025-12-14,1
10175,10176,95837,95837,10000,2025-11-28,1
10176,10177,52873,52873,10000,2025-04-07,1
10177,10178,75807,75807,10000,2025-05-07,1
10178,10179,127561,127561,10000,2025-11-07,1
10179,10180,862966,862966,10000,2025-03-21,1
10180,10181,55727,55727,10000,2025-02-20,1
10181,10182,400976,400976,10000,2025-12-28,1
10182,10183,222479,222479,10000,2025-01-06,1
10183,10184,203739,203739,10000,2025-09-28,1
10184,10185,824203,824203,10000,2025-02-13,1
10185,10186,445184,445184,10000,2025-02-27,1
10186,10187,167432,167432,10000,2025-04-28,1
10187,10188,866676,866676,10000,2025-11-28,1
10188,10189,841206,841206,10000,2025-06-07,1
10189,10190,426970,426970,10000,2025-06-14,1
10190,10191,18808,18808,10000,2025-11-14,1
10191,10192,723953,723953,10000,2025-07-14,1
10192,10193,196540,196540,10000,2025-11-14,1
10193,10194,141131,141131,10000,2025-06-28,1
10194,10195,3842,3842,10000,2025-02-13,1
10195,10196,429712,429712,10000,2025-10-07,1
10196,10197,459433,459433,10000,2025-09-28,1
10197,10198,581632,581632,10000,2025-04-28,1
10198,10199,391160,391160,10000,2025-12-07,1
10199,10200,757141,757141,10000,2025-03-28,1
10200,10201,137175,137175,10000,2025-05-21,1
10201,10202,174033,174033,10000,2025-05-28,1
10202,10203,97550,97550,10000,2025-04-28,1
10203,10204,125493,125493,10000,2025-02-06,1
10204,10205,285257,285257,10000,2025-10-14,1
10205,10206,283054,283054,10000,2025-07-14,1
10206,10207,812778,812778,10000,2025-01-13,1
10207,10208,74778,74778,10000,2025-04-07,1
10208,10209,921257,921257,10000,2025-03-21,1
10209,10210,845902,845902,10000,2025-03-28,1
10210,10211,35253,35253,10000,2025-06-07,1
10211,10212,178927,178927,10000,2025-09-14,1
10212,10213,694066,694066,10000,2025-06-28,1
10213,10214,117000,117000,10000,2025-02-06,1
10214,10215,921450,921450,10000,2025-05-21,1
10215,10216,239068,239068,10000,2025-04-07,1
10216,10217,492026,492026,10000,2025-01-20,1
10217,10218,447648,447648,10000,2025-05-07,1
10218,10219,734809,734809,10000,2025-10-07,1
10219,10220,641485,641485,10000,2025-10-21,1
10220,10221,335449,335449,10000,2025-04-14,1
10221,10222,932270,932270,10000,2025-09-21,1
10222,10223,24991,24991,10000,2025-02-27,1
10223,10224,238570,238570,10000,2025-03-07,1
10224,10225,278920,278920,10000,2025-04-21,1
10225,10226,636970,636970,10000,2025-11-14,1
10226,10227,509498,509498,10000,2025-01-20,1
10227,10228,718284,718284,10000,2025-04-28,1
10228,10229,690411,690411,10000,2025-02-27,1
10229,10230,769269,769269,10000,2025-03-14,1
10230,10231,47020,47020,10000,2025-03-14,1
10231,10232,216434,216434,10000,2025-10-21,1
10232,10233,400617,400617,10000,2025-12-21,1
10233,10234,429214,429214,10000,2025-10-14,1
10234,10235,383582,383582,10000,2025-07-14,1
10235,10236,270787,270787,10000,2025-05-28,1
10236,10237,561523,561523,10000,2025-09-07,1
10237,10238,921730,921730,10000,2025-05-14,1
10238,10239,373442,373442,10000,2025-08-07,1
10239,10240,48844,48844,10000,2025-05-14,1
10240,10241,346182,346182,10000,2025-09-28,1
10241,10242,884405,884405,10000,2025-07-28,1
10242,10243,982796,982796,10000,2025-07-07,1
10243,10244,943361,943361,10000,2025-08-28,1
10244,10245,246240,246240,10000,2025-07-28,1
10245,10246,666656,666656,10000,2025-09-21,1
10246,10247,843152,843152,10000,2025-11-28,1
10247,10248,776468,776468,10000,2025-09-21,1
10248,10249,46095,46095,10000,2025-08-28,1
10249,10250,944539,944539,10000,2025-10-28,1
10250,10251,607540,607540,10000,2025-06-14,1
10251,10252,271202,271202,10000,2025-07-14,1
10252,10253,590744,590744,10000,2025-12-14,1
10253,10254,577399,577399,10000,2025-06-21,1
10254,10255,905550,905550,10000,2025-05-21,1
10255,10256,866180,866180,10000,2025-05-21,1
10256,10257,172830,172830,10000,2025-09-21,1
10257,10258,32678,32678,10000,2025-05-28,1
10258,10259,310512,310512,10000,2025-04-07,1
10259,10260,976195,976195,10000,2025-12-07,1
10260,10261,57034,57034,10000,2025-01-13,1
10261,10262,443686,443686,10000,2025-05-07,1
10262,10263,291924,291924,10000,2025-07-14,1
10263,10264,605243,605243,10000,2025-01-27,1
10264,10265,140790,140790,10000,2025-02-20,1
10265,10266,937995,937995,10000,2025-11-28,1
10266,10267,798770,798770,10000,2025-11-28,1
10267,10268,27904,27904,10000,2025-02-06,1
10268,10269,155650,155650,10000,2025-06-07,1
10269,10270,143825,143825,10000,2025-04-21,1
10270,10271,839072,839072,10000,2025-11-14,1
10271,10272,829296,829296,10000,2025-06-21,1
10272,10273,966255,966255,10000,2025-10-21,1
10273,10274,903426,903426,10000,2025-11-28,1
10274,10275,726433,726433,10000,2025-03-07,1
10275,10276,934008,934008,10000,2025-08-07,1
10276,10277,49431,49431,10000,2025-08-14,1
10277,10278,222935,222935,10000,2025-09-21,1
10278,10279,389229,389229,10000,2025-12-28,1
10279,10280,774240,774240,10000,2025-02-06,1
10280,10281,389488,389488,10000,2025-12-14,1
10281,10282,739841,739841,10000,2025-03-07,1
10282,10283,893741,893741,10000,2025-07-07,1
10283,10284,370655,370655,10000,2025-07-21,1
10284,10285,823645,823645,10000,2025-02-06,1
10285,10286,755494,755494,10000,2025-05-28,1
10286,10287,28884,28884,10000,2025-07-21,1
10287,10288,543863,543863,10000,2025-06-21,1
10288,10289,121150,121150,10000,2025-11-21,1
10289,10290,493248,493248,10000,2025-11-28,1
10290,10291,7923,7923,10000,2025-06-21,1
10291,10292,190235,190235,10000,2025-10-07,1
10292,10293,780068,780068,10000,2025-01-20,1
10293,10294,794310,794310,10000,2025-01-13,1
10294,10295,152344,152344,10000,2025-04-14,1
